2011	10	0	12-13	96
2011	10	0	13-14	120
2011	10	0	14-15	144
2011	10	0	15-16	186
2011	10	0	16-17	210
2011	10	0	17-18	426
2011	10	0	18-19	456
2011	10	0	19-20	528
2011	10	0	20-21	531
2011	10	0	21-22	144
2011	10	1	06-07	18
2011	10	1	07-08	36
2011	10	1	08-09	36
2011	10	1	09-10	36
2011	10	1	10-11	36
2011	10	1	11-12	54
2011	10	1	12-13	72
2011	10	1	13-14	108
2011	10	1	14-15	120
2011	10	1	15-16	150
2011	10	1	16-17	168
2011	10	1	17-18	384
2011	10	1	18-19	650
2011	10	1	19-20	548
2011	10	1	20-21	426
2011	10	1	21-22	144
2011	10	2	06-07	18
2011	10	2	07-08	36
2011	10	2	08-09	36
2011	10	2	09-10	36
2011	10	2	10-11	36
2011	10	2	11-12	54
2011	10	2	12-13	54
2011	10	2	13-14	90
2011	10	2	14-15	144
2011	10	2	15-16	144
2011	10	2	16-17	180
2011	10	2	17-18	414
2011	10	2	18-19	462
2011	10	2	19-20	444
2011	10	2	20-21	534
2011	10	2	21-22	144
2011	10	3	06-07	18
2011	10	3	07-08	36
2011	10	3	08-09	36
2011	10	3	09-10	36
2011	10	3	10-11	54
2011	10	3	11-12	54
2011	10	3	12-13	72
2011	10	3	13-14	90
2011	10	3	14-15	126
2011	10	3	15-16	144
2011	10	3	16-17	198
2011	10	3	17-18	432
2011	10	3	18-19	462
2011	10	3	19-20	588
2011	10	3	20-21	426
2011	10	3	21-22	126
2011	10	4	06-07	18
2011	10	4	07-08	36
2011	10	4	08-09	72
2011	10	4	09-10	120
